skillsCount,projectsCount,internshipCount,certificationCount,metricsCount,githubPresent,linkedinPresent,awsPresent,dockerPresent,redisPresent,score
12,0,1,1,3,0,1,1,0,0,51
13,1,1,0,2,0,1,1,0,1,56
16,0,2,4,4,0,0,0,1,0,76
14,3,2,3,10,0,1,0,1,0,100
19,0,1,3,2,1,1,1,1,0,73
20,3,1,5,6,1,1,0,1,0,100
4,2,2,0,2,0,1,0,0,1,49
10,2,2,0,10,0,0,1,1,1,91
14,4,2,3,2,0,1,1,1,1,93
13,5,0,1,5,1,0,0,0,0,71
16,5,1,5,5,1,0,0,0,1,98
19,0,1,2,7,1,0,1,1,1,87
13,5,2,3,7,1,1,1,1,0,100
9,1,2,3,1,1,1,1,0,1,64
16,3,0,1,8,0,0,1,1,1,84
8,4,1,4,6,0,1,0,0,0,74
13,3,1,4,4,1,1,1,0,1,83
19,1,2,5,10,1,1,1,1,0,100
7,0,2,4,9,0,1,0,1,0,75
16,2,0,5,9,1,0,1,1,0,90
12,1,2,3,8,1,1,0,0,0,84
1,3,0,5,1,1,0,1,0,1,40
17,5,1,2,7,1,0,1,0,0,100
6,3,0,4,5,0,0,1,1,0,58
10,0,0,3,8,0,1,1,1,1,63
4,0,2,4,8,1,1,1,1,1,76
1,3,0,3,4,1,1,1,1,1,51
10,3,0,2,9,1,0,0,0,1,72
13,1,1,2,6,0,1,0,0,1,68
15,1,0,5,7,0,1,0,0,1,71
19,3,1,0,0,1,1,0,1,1,75
1,5,0,4,3,0,1,0,1,1,53
12,0,2,5,6,1,1,0,0,1,80
12,2,1,3,6,1,1,0,1,1,80
12,1,1,3,3,1,0,1,0,0,61
2,4,2,4,2,1,1,1,1,0,71
2,5,2,3,4,1,1,1,0,1,79
16,4,1,2,3,0,0,0,1,1,82
9,0,2,2,7,1,0,0,0,1,69
12,4,2,2,3,0,0,0,1,1,84
14,4,0,0,1,0,1,1,0,0,57
2,5,0,4,0,1,0,1,1,1,51
13,3,2,0,4,0,1,0,0,1,78
3,1,2,3,8,1,1,0,0,0,66
9,5,2,4,9,1,1,1,1,0,100
11,5,2,3,5,1,0,1,1,1,100
16,3,2,2,7,1,0,0,1,1,100
19,3,2,5,3,1,0,1,1,0,100
8,2,0,1,0,0,0,0,0,0,28
20,4,0,3,7,1,0,0,0,1,93
7,0,1,2,1,1,0,0,0,1,37
1,3,0,0,6,0,1,1,1,0,45
14,5,0,4,3,0,0,1,1,1,81
19,0,0,3,1,0,1,1,0,0,53
2,5,1,4,10,0,1,1,1,0,87
12,5,1,3,1,1,0,0,1,1,78
9,4,1,0,8,1,0,0,1,1,82
12,2,1,5,7,1,0,1,0,1,85
20,3,1,2,9,1,0,0,0,1,100
4,5,2,4,6,1,0,1,1,0,90
11,4,0,2,8,1,1,1,0,0,79
19,4,0,1,1,1,1,0,0,1,71
14,2,2,0,0,0,0,1,1,0,66
15,3,2,2,10,1,0,1,0,1,100
2,1,0,5,10,0,0,0,0,0,49
4,1,1,1,5,1,0,0,1,0,47
8,5,1,2,6,0,0,0,0,0,73
9,4,0,5,4,0,1,0,1,0,66
10,1,2,3,7,0,0,1,1,0,80
15,2,1,0,2,0,0,1,1,0,64
10,0,0,0,2,1,0,1,0,0,33
18,2,0,5,4,0,0,1,0,1,75
17,1,2,5,8,1,1,1,0,0,100
17,4,1,5,10,1,1,0,0,1,100
12,5,0,0,3,1,0,0,0,0,61
6,0,0,2,5,0,0,0,0,0,31
2,5,2,0,9,0,1,0,1,1,85
13,4,2,4,3,0,1,1,1,0,93
11,1,0,4,3,0,1,0,0,1,49
7,1,2,0,4,0,1,0,1,0,57
7,3,0,2,7,0,0,0,1,1,61
14,5,1,5,9,0,1,0,0,0,100
19,5,0,5,3,1,0,0,0,0,85
10,5,0,2,8,0,1,1,0,1,82
10,0,1,0,9,0,1,1,0,0,63
5,2,0,0,0,0,1,0,1,1,29
6,1,0,2,6,0,1,0,1,0,45
14,1,2,5,3,1,1,0,0,0,77
12,1,0,4,6,0,0,1,1,0,63
7,2,1,2,6,1,0,0,0,0,59
18,5,2,3,6,1,0,0,1,0,100
2,3,2,4,8,0,0,0,0,0,71
15,1,2,2,8,0,0,1,0,0,87
12,4,2,4,4,1,0,1,1,0,95
16,1,0,1,1,0,1,0,1,1,51
9,5,0,0,7,0,1,0,1,0,70
11,1,1,0,10,0,0,0,1,1,74
18,0,0,5,3,1,1,1,1,1,71
6,0,1,1,0,0,0,0,0,1,27
14,4,0,0,7,0,0,0,1,1,76
18,2,2,3,1,1,0,0,1,1,85
7,4,0,4,2,0,1,0,1,0,54
15,3,2,5,5,0,1,0,1,0,96
8,2,0,5,2,1,0,0,1,1,52
1,1,1,4,1,0,1,0,1,0,34
13,4,1,5,10,1,0,0,1,1,100
19,1,1,4,3,0,0,1,0,1,77
6,3,0,2,6,1,1,0,1,1,61
3,5,2,0,2,0,1,0,1,0,63
1,3,2,2,0,0,0,1,1,0,49
16,2,0,0,8,0,1,1,1,1,79
1,4,0,3,8,1,1,1,0,1,64
12,5,0,1,7,1,0,1,0,1,82
19,3,1,1,7,0,0,0,0,1,89
3,1,2,4,8,1,1,1,0,1,75
15,1,0,1,10,0,0,0,0,1,70
2,5,0,1,9,1,0,1,1,1,72
19,4,0,2,8,1,0,1,1,1,100
12,0,0,1,9,1,0,0,1,0,60
13,3,2,3,10,0,1,0,1,0,100
15,5,2,1,9,0,1,1,0,0,100
5,1,1,2,3,0,1,0,1,0,44
5,3,2,5,5,0,0,0,0,1,73
11,1,0,5,0,0,0,0,1,1,44
4,3,2,2,7,1,1,1,1,0,81
16,4,0,3,8,0,1,1,1,1,95
11,2,2,4,10,0,1,1,0,0,96
8,4,1,1,3,1,0,0,1,0,64
20,1,0,5,7,1,1,1,1,0,89
14,4,1,1,1,1,0,0,0,0,66
3,3,1,2,0,1,0,0,0,1,41
8,2,2,3,7,0,1,0,0,1,78
9,5,1,0,7,1,1,1,0,1,86
7,5,1,3,3,0,1,1,1,0,74
15,0,0,3,10,0,1,1,0,1,75
20,1,1,2,1,1,0,0,1,1,72
7,5,1,0,8,1,1,0,0,0,78
8,4,0,3,6,1,1,0,0,0,65
20,1,1,5,10,1,1,0,0,0,100
1,0,1,5,6,0,1,1,1,1,53
19,4,0,4,7,0,0,1,1,0,95
3,0,0,3,6,1,0,1,0,0,37
2,0,0,1,4,1,0,1,1,0,29
17,3,1,3,4,1,1,1,0,0,86
6,3,0,5,7,1,1,0,0,0,63
19,3,2,5,8,1,0,0,1,1,100
16,0,2,3,6,1,0,1,1,0,87
14,0,0,4,3,0,0,1,0,0,49
3,3,1,3,7,1,0,1,1,1,72
9,3,0,5,0,1,1,0,1,1,55
6,1,2,2,8,0,0,0,0,0,65
6,5,0,4,6,0,0,0,1,0,67
20,4,0,0,0,0,0,0,1,0,64
11,3,0,5,3,1,0,1,0,0,63
9,0,2,2,3,0,0,1,1,1,62
13,0,2,0,3,0,1,1,0,0,61
1,3,2,2,5,1,1,0,1,1,68
16,2,1,4,1,1,1,1,1,0,76
11,1,2,2,0,1,1,0,1,0,60
1,0,1,2,7,1,1,0,1,1,49
8,3,1,4,6,0,1,0,1,1,76
19,0,2,3,9,0,0,0,1,1,98
6,2,0,1,3,0,0,1,1,0,41
3,3,1,3,4,1,0,1,1,1,63
2,3,0,1,3,1,1,0,1,1,42
14,5,2,1,9,1,1,1,1,1,100
4,1,0,1,4,1,1,0,0,1,35
7,2,2,4,0,0,1,1,1,1,65
16,4,2,4,4,0,0,0,1,0,96
16,0,1,2,1,1,1,0,1,1,61
9,5,2,0,10,0,0,1,1,0,100
5,5,2,4,0,0,1,0,1,1,72
8,0,2,1,6,0,0,1,1,0,64
3,0,0,4,2,1,1,1,0,1,32
18,1,2,4,3,1,0,1,1,1,92
1,0,1,5,1,1,0,1,0,0,32
12,5,0,1,4,0,0,1,1,0,71
20,2,0,4,1,0,1,1,0,0,67
17,3,2,1,1,1,1,1,0,1,86
13,2,2,2,2,0,1,0,0,1,71
2,1,2,5,7,1,1,1,0,0,69
11,3,1,4,0,1,1,1,0,1,67
12,1,0,0,6,1,1,0,1,1,59
14,2,2,2,1,0,0,0,0,0,65
14,1,1,1,0,1,1,1,1,1,61
4,1,2,5,9,1,1,1,0,0,79
13,2,2,3,10,0,0,0,1,1,99
15,5,1,3,6,0,1,0,0,0,91
17,5,0,5,0,1,0,0,0,1,75
15,4,0,3,3,1,0,1,1,0,76
11,5,1,2,9,0,1,1,1,0,98
1,2,2,5,0,0,1,1,1,1,55
4,4,2,0,8,0,1,1,1,1,85
9,5,2,2,4,0,0,0,0,0,79
17,2,0,4,7,1,0,0,0,1,79
6,2,0,4,9,0,0,0,1,0,61
1,0,1,5,2,1,0,1,0,0,35
2,3,1,2,7,0,1,0,0,0,56
10,0,0,4,5,0,0,0,0,1,46
7,1,1,2,4,1,0,0,1,0,52
2,0,0,4,3,1,0,1,0,1,31
16,0,1,2,6,1,0,1,0,0,71
19,5,2,3,6,0,0,1,0,0,100
7,5,0,3,3,1,0,1,0,0,61
5,0,2,2,5,1,0,0,1,0,56
20,4,0,3,5,1,0,0,1,1,91
20,5,2,3,8,1,1,1,0,0,100
2,1,1,0,9,0,1,0,1,0,52
14,2,2,1,10,0,1,0,1,1,99
8,1,1,1,8,1,0,1,1,1,71
3,1,1,2,8,1,1,0,1,0,58
13,4,0,4,3,0,1,1,1,0,73
19,3,1,2,1,0,1,0,1,0,76
16,4,0,2,6,1,0,1,0,1,84
8,5,1,1,10,0,0,0,1,1,90
16,4,0,3,0,1,1,0,1,0,67
7,3,1,5,3,0,0,1,0,0,62
6,1,0,3,5,1,1,0,1,1,50
6,1,0,5,0,1,1,1,0,1,39
8,2,2,0,2,0,1,1,0,0,58
11,4,1,2,8,1,1,0,0,0,85
8,2,2,5,5,1,0,1,1,1,85
11,4,2,3,8,1,0,0,0,1,98
8,0,2,2,10,1,0,1,1,1,84
1,3,1,1,9,0,0,0,1,1,63
9,4,1,2,2,0,1,0,0,1,63
5,5,0,3,8,0,1,1,0,0,71
13,5,0,4,6,0,0,1,0,0,81
10,4,0,5,0,1,1,0,1,1,62
2,1,2,3,10,1,0,0,1,1,75
16,1,1,3,7,1,1,0,1,1,86
1,5,1,5,2,1,1,0,0,0,58
6,5,1,3,7,1,0,0,0,1,80
5,2,0,0,6,0,1,0,0,0,40
5,1,2,5,5,0,0,1,0,1,67
16,2,1,3,6,1,1,0,0,1,84
8,1,2,1,5,1,0,0,1,1,68
12,2,1,1,0,0,0,1,1,0,54
18,4,0,5,2,1,1,1,0,0,81
9,3,0,2,10,0,0,1,1,1,78
8,2,0,0,3,1,0,0,0,1,41
10,3,0,2,6,0,0,0,0,1,60
19,5,0,2,1,1,0,1,0,0,77
12,3,0,1,1,1,0,0,0,0,47
1,1,0,1,6,0,0,0,0,1,30
4,1,1,4,4,0,0,1,0,1,50
20,5,1,3,2,0,0,0,0,0,87
9,5,1,2,5,0,1,0,1,1,81
17,5,0,0,0,1,0,1,0,0,66
11,1,2,5,8,1,1,0,0,0,86
14,0,0,5,4,0,1,1,1,1,63
6,0,0,5,0,1,0,1,1,1,36
7,4,2,4,8,1,0,0,0,0,89
8,3,2,3,6,1,1,0,0,1,83
14,1,1,1,0,0,0,0,1,0,49
8,5,1,4,8,1,1,0,1,0,92
6,2,2,3,0,1,1,1,1,1,64
10,2,1,2,10,1,0,0,0,1,80
20,5,2,5,5,1,0,0,0,0,100
3,4,0,2,7,0,0,1,1,1,62
14,2,1,2,1,0,1,0,0,0,57
2,2,1,5,0,0,1,1,0,1,43
14,5,1,2,4,1,0,0,1,1,89
10,0,2,5,0,1,1,0,0,1,58
17,1,0,2,6,0,1,0,1,0,67
11,2,1,2,5,1,0,0,1,0,68
11,2,0,4,6,0,1,0,0,1,63
3,4,0,1,4,1,0,0,1,1,50
6,5,1,5,5,0,0,1,0,1,79
7,4,0,0,10,1,0,0,0,0,67
17,2,2,5,4,1,1,1,0,1,98
1,5,1,0,4,0,0,0,1,0,53
17,3,2,2,6,0,0,1,0,0,95
13,2,1,0,5,0,0,0,1,1,68
5,4,0,0,2,0,0,1,1,0,44
15,0,0,5,1,0,1,0,1,0,49
6,5,1,0,8,0,0,0,1,0,75
17,2,1,2,0,0,0,0,1,1,65
19,3,2,5,10,1,1,1,0,1,100
16,5,1,2,10,1,1,1,0,1,100
9,5,0,2,9,1,0,0,1,0,81
10,4,0,4,10,1,0,0,0,0,81
3,0,2,4,1,0,1,1,0,0,43
6,5,0,5,2,1,1,1,1,0,66
3,2,2,0,3,1,1,1,0,0,54
10,1,1,3,4,0,0,0,1,0,57
15,3,1,4,1,1,0,1,0,0,73
4,3,0,4,9,0,1,0,1,1,67
10,3,1,4,10,1,0,0,1,1,93
7,3,2,4,9,0,0,0,1,1,91
2,2,1,5,3,0,1,1,1,0,53
10,4,0,5,0,0,0,1,0,1,57
17,2,2,3,0,1,1,1,0,0,79
4,2,1,2,7,0,0,0,1,0,57
6,4,0,4,8,1,1,0,1,1,76
2,4,2,4,5,1,0,0,0,0,70
9,0,1,1,0,1,1,1,0,1,42
12,5,2,3,1,0,0,1,1,1,89
6,0,1,3,0,1,1,0,1,0,37
19,0,1,3,3,1,0,1,1,1,77
3,0,2,4,1,1,0,1,0,0,44
19,4,2,3,3,1,1,0,1,1,100
9,5,2,4,8,0,0,0,1,0,99
7,0,0,3,3,1,1,0,1,1,41
19,0,0,5,10,0,0,1,1,0,86
14,4,1,5,9,1,0,1,0,0,100
7,0,1,0,3,0,0,0,1,1,40
14,1,1,5,7,1,0,1,0,0,81
2,3,1,3,4,0,1,0,0,0,49
9,2,2,3,6,0,0,0,1,0,76
18,0,1,2,10,0,1,1,1,1,93
2,0,2,4,3,1,0,1,1,1,55
7,3,1,2,6,0,1,0,0,1,66
10,3,2,2,10,1,0,0,1,0,96
9,4,1,5,7,1,0,0,1,0,86
11,4,1,2,0,1,1,0,1,1,68
1,1,1,5,9,1,0,1,1,0,65
10,5,2,2,5,1,0,1,1,0,95
19,4,2,0,5,0,1,1,1,1,100
8,4,1,5,0,0,0,0,0,0,56
12,4,1,3,3,0,1,1,1,0,79
4,1,2,3,4,0,1,0,1,1,60
6,2,0,0,10,1,1,1,0,0,61
18,4,2,1,6,0,1,1,0,1,100
20,0,1,3,1,1,0,0,0,1,65
1,4,1,5,5,0,1,1,1,0,67
6,4,1,1,7,0,1,1,0,0,71
2,1,1,4,8,0,1,1,1,1,64
7,5,2,0,1,0,1,0,1,0,68
17,3,0,3,10,1,1,0,1,1,97
10,5,0,5,7,1,1,0,1,1,88
1,5,2,4,6,1,1,1,1,1,89
4,5,1,5,4,1,1,0,0,1,73
12,5,0,3,8,1,1,0,1,0,88
2,4,2,0,9,0,1,1,0,1,80
1,1,0,4,0,1,1,0,0,0,20
14,3,1,1,0,0,1,1,0,1,64
19,1,1,4,7,1,0,0,0,1,88
9,2,1,2,3,1,1,0,1,0,60
9,1,1,1,4,0,0,0,0,0,47
18,2,0,3,5,0,0,0,1,0,71
1,3,0,3,6,1,1,0,0,1,49
5,0,2,3,2,0,1,0,0,0,44
19,2,1,4,9,0,1,0,1,0,99
1,4,2,2,4,0,0,1,0,0,62
1,0,2,3,9,0,0,0,0,1,58
14,3,2,0,6,1,1,1,0,1,93
8,2,0,1,10,0,0,0,1,1,65
5,2,1,0,1,0,1,1,0,1,42
19,0,1,1,2,1,1,0,0,1,64
8,1,1,0,6,1,0,0,0,0,52
19,5,2,4,3,1,0,1,0,1,100
6,0,1,3,8,0,0,1,1,1,63
16,4,0,3,7,1,1,1,1,1,95
8,5,1,5,1,0,0,0,1,0,68
20,0,1,4,3,1,0,0,0,1,73
3,4,2,3,4,0,0,1,1,1,75
7,3,1,0,0,0,0,0,0,0,39
3,4,0,4,7,1,0,0,1,1,65
7,3,0,4,1,1,0,1,1,0,51
8,2,0,2,4,1,0,1,1,1,56
19,3,1,3,5,1,1,1,0,0,93
16,1,2,3,1,0,1,1,1,1,79
9,3,0,2,1,1,1,1,1,1,56
12,0,0,5,5,1,1,1,0,0,58
14,1,1,0,10,1,0,1,1,1,87
18,4,1,1,0,1,1,1,0,1,80
18,2,1,5,3,0,0,1,0,1,82
18,2,1,1,6,0,0,0,0,1,79
15,3,1,5,9,0,0,0,1,0,96
12,0,0,3,7,0,1,1,1,0,61
20,0,0,4,1,1,1,0,0,0,56
16,2,2,1,3,0,0,1,0,0,77
6,0,0,2,1,1,1,1,0,0,28
19,1,2,2,10,0,1,0,0,0,99
10,5,1,1,0,0,1,1,0,0,63
11,0,1,1,1,1,1,0,1,0,46
8,1,2,5,6,1,0,0,1,1,79
17,3,0,0,5,1,1,1,1,1,80
6,5,1,1,7,0,1,1,1,1,83
9,1,1,1,2,1,1,0,0,1,49
12,4,1,5,8,1,0,1,1,0,99
1,2,2,2,0,0,0,1,1,0,44
17,5,2,4,2,0,1,0,1,1,100
19,1,2,4,5,0,1,1,0,1,95
10,0,2,2,6,0,0,0,1,0,66
2,4,1,5,1,1,1,0,0,0,52
4,5,2,5,7,0,0,0,1,1,91
17,3,1,1,2,1,1,0,1,1,79
7,4,1,3,8,1,1,0,1,1,86
8,2,0,4,8,1,0,0,1,1,68
8,5,1,1,10,1,0,1,1,0,94
19,3,1,2,5,0,1,1,0,1,91
9,1,1,3,5,0,1,1,1,1,67
7,2,2,2,2,0,0,0,1,1,61
7,2,0,4,1,1,1,1,1,1,51
11,0,0,5,3,1,0,0,1,0,48
9,2,1,3,3,1,0,1,0,1,63
3,3,2,2,9,0,1,0,1,1,81
7,0,0,1,6,0,0,0,0,1,37
16,0,2,2,5,1,1,1,1,1,87
14,2,2,5,6,0,0,0,1,0,90
1,4,0,3,8,0,0,0,0,0,52
20,0,2,3,0,0,1,0,1,0,72
13,4,1,5,3,1,1,0,1,0,84
10,4,1,2,8,0,0,0,0,0,78
19,2,1,1,4,1,1,0,0,1,80
14,3,0,4,4,0,0,1,0,1,70
19,3,2,0,10,1,0,1,1,1,100
5,2,1,2,8,1,1,0,0,0,63
18,4,1,1,6,1,0,1,1,0,97
9,3,2,3,2,0,0,0,1,1,72
19,3,1,0,1,1,1,1,1,1,82
18,5,2,3,10,0,0,0,0,1,100
8,0,1,2,7,0,1,1,0,1,60
10,5,1,3,7,0,1,0,1,0,88
10,5,2,2,8,1,1,1,0,1,100
1,2,2,0,5,0,1,0,1,0,53
13,4,0,5,4,1,1,0,1,0,77
13,0,2,0,2,1,0,1,1,0,63
12,1,0,3,5,0,1,1,0,0,56
3,4,2,2,4,0,1,1,0,0,68
6,1,2,1,8,1,1,0,1,1,75
11,5,1,5,0,1,1,1,1,0,80
2,4,0,5,4,1,1,1,0,0,55
15,2,1,3,0,1,1,1,0,0,65
5,3,2,5,0,0,0,1,0,1,62
1,4,1,0,4,1,0,0,0,1,50
13,5,1,4,6,0,0,1,0,1,94
14,2,2,5,10,1,1,1,0,1,100
9,1,1,5,6,0,1,1,1,1,74
20,3,0,4,6,1,0,1,0,0,88
3,0,0,3,9,0,1,0,0,0,41
15,0,2,3,5,1,1,1,1,1,87
4,1,1,3,9,0,0,1,1,0,64
19,3,0,3,2,1,1,0,1,0,74
15,2,0,0,0,0,0,1,1,1,51
10,4,1,5,10,0,1,0,1,0,96
20,4,1,2,5,1,1,1,1,1,100
5,5,1,2,4,0,1,0,0,0,63
15,0,0,3,7,0,1,1,1,0,67
19,1,0,4,3,1,1,1,0,0,69
6,5,0,2,10,0,1,1,0,0,77
4,4,1,0,2,0,1,1,1,0,54
18,3,2,1,7,1,1,1,1,1,100
9,1,0,2,0,1,0,1,0,0,34
3,4,0,4,9,0,0,1,1,0,69
5,0,2,1,10,0,1,1,0,1,71
10,5,2,3,4,1,0,0,0,1,89
16,3,0,5,3,1,0,1,0,0,73
9,4,2,3,6,0,0,0,1,0,86
2,3,1,4,2,1,0,0,1,1,53
10,1,1,5,10,1,1,0,1,0,84
5,0,2,0,10,0,0,0,0,0,60
9,1,2,1,9,1,1,1,0,1,84
9,0,1,0,10,1,0,1,1,1,72
14,2,1,1,0,1,1,1,1,1,66
2,3,2,5,3,0,0,0,1,1,65
7,0,1,4,6,1,1,1,0,1,62
15,4,0,5,10,1,0,1,1,1,100
4,3,2,2,2,1,1,0,1,1,65
2,1,1,0,10,1,0,0,1,0,56
9,3,2,1,10,1,0,1,1,0,96
1,5,0,0,5,1,1,0,0,0,47
20,1,2,0,10,0,1,1,0,1,100
17,0,1,2,5,0,0,0,1,1,70
17,5,2,5,8,1,0,0,0,0,100
12,5,1,3,9,1,0,1,1,1,100
5,4,0,1,2,0,1,0,1,0,44
12,1,1,1,8,1,0,0,1,1,75
14,4,1,5,7,0,0,0,1,0,93
20,0,2,2,6,1,0,1,1,0,93
13,5,0,5,5,1,0,0,0,1,82
15,2,1,2,6,0,1,1,0,1,81
1,4,2,3,0,1,1,0,0,0,53
3,1,0,0,9,0,0,1,0,1,45
4,0,0,5,8,0,0,0,0,0,42
18,3,1,0,8,1,1,0,0,1,93
13,5,2,1,9,1,1,1,1,0,100
5,4,1,1,2,0,0,1,0,1,55
16,3,2,4,6,0,0,1,1,1,100
20,3,2,4,3,1,0,0,0,1,98
2,2,1,1,4,1,1,1,0,0,47
18,3,1,3,5,1,1,1,0,1,94
1,3,2,0,3,0,0,1,0,1,53
4,1,2,4,4,1,0,0,1,1,63
7,4,1,2,8,1,0,1,0,1,82
3,5,0,1,9,1,0,1,1,0,71
18,5,2,0,7,0,0,0,1,0,100
11,4,1,4,6,1,1,0,1,0,87
16,3,0,1,7,1,1,1,0,1,82
9,0,2,5,1,0,0,0,0,0,51
18,3,0,2,9,0,0,0,1,1,89
10,1,2,5,9,0,1,0,1,0,88
2,0,2,5,5,1,1,1,1,0,62
1,0,0,2,6,0,0,1,1,0,32
3,5,2,5,7,1,0,0,0,1,88
9,1,1,0,9,1,0,0,0,1,66
17,5,2,5,1,0,0,1,0,1,99
7,1,2,3,3,1,1,0,1,1,66
7,0,1,3,9,0,1,1,0,1,66
7,3,2,0,3,0,0,0,1,1,65
19,2,0,5,10,0,1,0,1,1,97
16,1,1,1,0,1,1,0,1,0,58
2,5,0,3,0,1,1,1,1,1,51
11,2,0,5,9,0,1,1,1,1,82
2,5,2,3,5,1,1,0,0,0,75
12,2,1,2,0,0,0,0,0,1,51
13,1,1,2,8,1,1,0,1,0,78
1,1,1,5,8,1,0,1,1,1,65
3,1,0,2,10,0,0,1,0,1,52
16,2,1,1,10,0,1,0,0,1,89
3,0,0,0,0,0,1,0,1,1,15
14,0,2,1,8,1,0,1,0,0,81
14,4,2,1,3,1,0,1,1,0,90
8,3,0,4,9,0,1,0,1,1,75
8,4,1,5,2,1,0,0,1,1,72
8,4,1,3,7,1,0,1,0,1,83
8,2,0,5,0,1,0,0,1,0,43
7,1,0,3,5,1,1,0,1,0,49
15,3,1,3,5,0,0,0,0,0,76
4,2,1,3,8,1,1,1,0,1,70
20,0,1,0,6,0,0,1,0,0,72
14,3,1,3,9,1,0,0,1,0,93
14,4,0,4,5,1,0,1,0,1,81
20,5,1,3,0,0,0,1,0,1,88
4,5,0,5,5,0,0,0,1,1,65
18,3,0,3,6,0,1,1,1,0,85
18,0,2,2,10,0,1,0,0,1,95
15,4,2,2,7,1,1,1,0,0,100
5,1,2,5,3,0,0,0,1,1,61
15,0,2,2,3,1,0,0,0,1,69
6,3,0,2,6,1,0,0,1,1,59
4,3,2,5,9,1,0,0,1,1,90
12,1,0,2,0,1,1,0,0,1,41
13,4,0,4,6,1,1,1,1,0,85
6,4,0,1,5,1,0,0,0,1,55
14,5,1,4,8,0,1,0,0,1,100
11,2,2,1,3,0,1,0,0,1,68
14,5,1,2,9,0,0,1,0,1,100
3,2,2,2,6,0,1,1,0,1,67
8,3,0,4,0,0,1,1,0,0,45
4,2,0,4,0,0,0,1,0,0,30
8,0,0,1,1,1,1,0,1,0,30
5,3,2,4,4,1,1,0,1,1,77
6,2,1,5,0,1,0,1,1,1,56
6,0,0,4,5,1,1,1,1,1,51
4,1,1,4,9,1,0,1,1,0,69
19,5,2,4,6,1,0,1,1,1,100
10,5,0,3,5,0,1,0,1,0,72
12,3,0,5,5,0,0,1,0,1,71
19,2,1,3,3,0,1,1,0,0,79
4,5,1,3,1,0,1,1,1,0,62
7,5,1,2,1,1,1,0,0,0,61
9,4,1,3,1,0,0,0,1,1,64
15,2,1,3,10,1,1,0,1,1,98
7,5,1,4,4,1,1,1,0,0,78
3,2,2,0,5,1,1,0,1,1,63
9,1,1,0,0,0,1,0,0,0,35
17,2,0,3,10,1,0,0,0,1,86
15,3,2,4,7,0,1,0,0,0,96
17,4,0,4,10,1,0,1,1,0,100
6,2,2,2,4,1,0,1,1,1,72
18,2,0,2,5,0,1,1,0,0,71
17,2,2,5,2,0,0,1,0,1,87
18,4,1,3,1,0,1,0,1,1,84
15,3,0,2,6,1,1,1,0,0,76
5,1,0,5,3,0,0,1,0,1,41
11,0,2,5,4,0,0,1,0,0,68
4,0,1,3,4,0,1,0,0,0,38
1,1,0,5,10,0,0,1,0,0,51
19,4,0,3,5,1,0,0,0,0,82
15,0,0,4,4,0,1,0,0,0,52
14,1,0,5,10,0,1,0,1,1,82
14,4,2,2,4,1,0,1,0,1,94
2,0,2,3,9,0,1,1,0,0,63
14,0,0,5,2,0,1,1,1,1,57
18,0,0,1,4,1,1,0,1,0,59
15,4,2,0,6,0,0,0,1,0,92
13,3,1,0,10,0,1,1,0,1,90
16,2,2,0,1,1,0,0,0,1,71
1,0,0,1,3,0,1,0,0,0,15
4,0,0,0,6,0,0,1,1,0,34
6,1,1,1,3,1,0,0,0,0,41
13,4,0,3,0,0,1,1,0,0,58
1,3,0,0,1,1,1,0,0,1,28
20,5,0,1,8,0,1,1,0,0,97
6,4,0,1,10,1,1,1,1,1,80
4,3,1,3,6,1,0,0,1,1,67
3,5,2,2,3,1,0,0,0,0,67
16,0,1,5,7,0,1,1,1,1,86
10,5,0,2,3,1,1,0,0,1,66
14,1,2,3,2,1,0,1,1,1,79
4,2,1,3,9,1,0,0,0,1,67
11,0,0,5,0,1,1,1,1,0,45
2,3,1,5,0,1,0,0,1,0,46
5,5,1,5,6,1,1,1,1,1,89
3,3,2,3,8,0,1,0,0,1,76
11,2,0,3,0,1,1,1,1,0,51
5,3,2,2,6,1,0,1,1,0,78
14,0,1,4,0,0,1,1,1,1,59
18,3,0,3,7,1,1,0,0,0,83
15,3,2,2,1,1,1,0,1,1,84
17,5,2,1,5,1,0,0,0,1,100
19,1,2,4,2,1,0,1,1,0,88
9,1,2,5,2,1,1,1,0,1,71
14,2,1,1,6,1,0,0,0,0,71
14,1,0,3,3,1,0,1,1,1,62
19,2,0,1,8,1,1,1,1,1,90
2,4,2,5,2,0,0,0,1,1,67
5,3,2,2,1,0,1,1,1,1,65
10,5,1,4,4,0,1,1,0,1,84
19,3,1,0,10,1,0,0,0,1,99
19,1,0,3,3,1,1,0,1,0,67
20,5,1,0,8,1,1,1,1,0,100
3,2,0,4,6,1,1,0,0,0,47
11,3,2,1,10,1,1,0,1,0,98
20,3,0,3,2,1,0,1,1,1,81
11,2,1,0,8,1,0,0,0,0,69
3,3,0,2,7,0,0,0,1,1,53
14,4,1,5,2,0,1,0,0,0,76
16,4,1,0,7,1,1,0,1,1,95
9,5,0,1,3,0,1,0,1,1,63
10,3,0,0,0,1,0,0,1,0,42
15,3,0,3,6,1,0,1,1,0,80
6,4,1,5,9,0,1,0,1,0,85
16,0,2,1,3,1,1,1,0,1,75
3,1,1,5,7,0,0,1,1,1,63
8,3,0,3,10,1,0,0,1,0,74
13,2,2,0,7,1,0,1,0,0,84
15,5,0,2,6,1,1,0,0,1,85
17,2,0,0,4,0,0,0,0,1,59
19,4,2,0,3,1,1,1,1,0,100
